id,movie_id,similar_movie_id
830,3998,2066
831,3786,2798
832,3786,1849
833,3786,1264
834,3786,1995
835,3786,2662
836,3786,3890
837,3786,1466
838,3786,3240
839,3786,4093
840,3786,3168
841,3608,3734
842,3608,485
843,3608,2707
844,3608,712
845,3608,3293
846,3608,4062
847,3608,4729
848,3608,4008
849,3608,266
850,3608,3508
851,3924,559
852,3924,4453
853,3924,2800
854,3924,3934
855,3924,3920
856,3924,3641
857,3924,1570
858,3924,552
859,3924,1594
860,3924,3737
861,1592,347
862,1592,348
863,1592,346
864,1592,4729
865,1592,2400
866,1592,3962
867,1592,3764
868,1592,3413
869,1592,769
870,1592,4311
871,4121,2181
872,4121,673
873,4121,18
874,4121,1496
875,4121,31
876,4121,2207
877,4121,4039
878,4121,3404
879,4121,2471
880,4121,2098
881,4165,448
882,4165,2761
883,4165,4132
884,4165,2400
885,4165,1569
886,4165,628
887,4165,2321
888,4165,4482
889,4165,1820
890,4165,4588
891,3817,177
892,3817,4413
893,3817,2073
894,3817,1550
895,3817,1148
896,3817,606
897,3817,4633
898,3817,1458
899,3817,3614
900,3817,3074
901,898,4781
902,898,1889
903,898,1186
904,898,3951
905,898,3454
906,898,4311
907,898,680
908,898,1422
909,898,3009
910,898,3962
911,3378,258
912,3378,4365
913,3378,2489
914,3378,3050
915,3378,4553
916,3378,1599
917,3378,2539
918,3378,3698
919,3378,439
920,3378,1002
921,1591,3822
922,1591,4415
923,1591,4488
924,1591,1754
925,1591,903
926,1591,1720
927,1591,2279
928,1591,712
929,1591,3517
930,1591,367
931,60,2703
932,60,3859
933,60,86
934,60,58
935,60,4217
936,60,261
937,60,2066
938,60,259
939,60,643
940,60,2061
941,3993,3920
942,3993,2800
943,3993,4453
944,3993,673
945,3993,300
946,3993,3737
947,3993,3934
948,3993,1570
949,3993,2915
950,3993,554
951,4105,673
952,4105,1862
953,4105,300
954,4105,383
955,4105,2135
956,4105,4006
957,4105,413
958,4105,112
959,4105,1888
960,4105,2181
961,2894,4342
962,2894,1880
963,2894,496
964,2894,4153
965,2894,1081
966,2894,614
967,2894,3556
968,2894,985
969,2894,1127
970,2894,26
971,4592,3757
972,4592,3487
973,4592,562
974,4592,981
975,4592,601
976,4592,4450
977,4592,509
978,4592,921
979,4592,4342
980,4592,1210
981,3406,3517
982,3406,4007
983,3406,20
984,3406,21
985,3406,22
986,3406,712
987,3406,1422
988,3406,368
989,3406,943
990,3406,1257
991,1446,245
992,1446,4048
993,1446,3458
994,1446,3814
995,1446,1368
996,1446,4139
997,1446,1216
998,1446,2897
999,1446,2822
1000,1446,1537
1001,869,3240
1002,869,3006
1003,869,431
1004,869,3708
1005,869,2980
1006,869,1780
1007,869,847
1008,869,2152
1009,869,2526
1010,869,616
1011,3421,4366
1012,3421,4023
1013,3421,3734
1014,3421,3081
1015,3421,3082
1016,3421,559
1017,3421,3083
1018,3421,4453
1019,3421,3415
1020,3421,3641
1021,4030,4029
1022,4030,3929
1023,4030,3660
1024,4030,4427
1025,4030,3792
1026,4030,4426
1027,4030,4106
1028,4030,3421
1029,4030,3702
1030,4030,4633
1031,2890,367
1032,2890,291
1033,2890,4744
1034,2890,292
1035,2890,3917
1036,2890,4342
1037,2890,4062
1038,2890,3041
1039,2890,946
1040,2890,346
1041,213,3958
1042,213,1382
1043,213,613
1044,213,4323
1045,213,3015
1046,213,4240
1047,213,2804
1048,213,256
1049,213,3869
1050,213,3490
1051,4338,2047
1052,4338,3064
1053,4338,4575
1054,4338,3675
1055,4338,712
1056,4338,4427
1057,4338,4426
1058,4338,1572
1059,4338,4473
1060,4338,1564
1061,348,347
1062,348,1592
1063,348,346
1064,348,3278
1065,348,3579
1066,348,2602
1067,348,3139
1068,348,2400
1069,348,1598
1070,348,4729
1071,3648,3734
1072,3648,702
1073,3648,4413
1074,3648,1458
1075,3648,1377
1076,3648,1244
1077,3648,293
1078,3648,177
1079,3648,1337
1080,3648,3817
1081,3859,58
1082,3859,2703
1083,3859,86
1084,3859,4428
1085,3859,60
1086,3859,4023
1087,3859,1091
1088,3859,668
1089,3859,3825
1090,3859,1563
1091,1572,712
1092,1572,711
1093,1572,3237
1094,1572,75
1095,1572,3986
1096,1572,3413
1097,1572,2047
1098,1572,4578
1099,1572,124
1100,1572,3799
1101,4745,1832
1102,4745,3693
1103,4745,3186
1104,4745,1920
1105,4745,2030
1106,4745,1389
1107,4745,1205
1108,4745,3756
1109,4745,2242
1110,4745,3626
1111,578,1081
1112,578,3142
1113,578,3889
1114,578,3356
1115,578,4106
1116,578,1002
1117,578,4342
1118,578,3792
1119,578,2663
1120,578,3415
1121,618,1389
1122,618,3715
1123,618,446
1124,618,1466
1125,618,3693
1126,618,841
1127,618,405
1128,618,1958
1129,618,3756
1130,618,1892
1131,4744,292
1132,4744,293
1133,4744,291
1134,4744,325
1135,4744,290
1136,4744,3498
1137,4744,2890
1138,4744,1213
1139,4744,3646
1140,4744,3501
1141,293,4744
1142,293,292
1143,293,290
1144,293,291
1145,293,325
1146,293,712
1147,293,4414
1148,293,3041
1149,293,3682
1150,293,4087
1151,1162,3130
1152,1162,2423
1153,1162,234
1154,1162,1643
1155,1162,2870
1156,1162,888
1157,1162,1708
1158,1162,702
1159,1162,1373
1160,1162,1806
1161,952,261
1162,952,2066
1163,952,496
1164,952,1735
1165,952,2972
1166,952,3184
1167,952,198
1168,952,3064
1169,952,1020
1170,952,3675
1171,122,2535
1172,122,124
1173,122,520
1174,122,1548
1175,122,3413
1176,122,2023
1177,122,678
1178,122,1166
1179,122,3245
1180,122,4006
1181,649,4308
1182,649,3628
1183,649,1569
1184,649,2238
1185,649,4646
1186,649,448
1187,649,2420
1188,649,2390
1189,649,1793
1190,649,3338
1191,55,27
1192,55,3402
1193,55,54
1194,55,732
1195,55,77
1196,55,70
1197,55,2765
1198,55,779
1199,55,4252
1200,55,4669
1201,1678,409
1202,1678,3795
1203,1678,1464
1204,1678,704
1205,1678,3425
1206,1678,31
1207,1678,2795
1208,1678,4126
1209,1678,4452
1210,1678,3622
1211,2566,515
1212,2566,4173
1213,2566,3396
1214,2566,2125
1215,2566,2383
1216,2566,4637
1217,2566,700
1218,2566,3988
1219,2566,4161
1220,2566,485
1221,653,3082
1222,653,3083
1223,653,3734
1224,653,3081
1225,653,3920
1226,653,4366
1227,653,4023
1228,653,496
1229,653,1570
1230,653,2800
1231,261,260
1232,261,259
1233,261,4107
1234,261,2135
1235,261,424
1236,261,952
1237,261,1661
1238,261,1056
1239,261,2703
1240,261,93
1241,3962,350
1242,3962,4311
1243,3962,2665
1244,3962,1188
1245,3962,687
1246,3962,4270
1247,3962,1512
1248,3962,3579
1249,3962,2301
1250,3962,4729
1251,260,261
1252,260,259
1253,260,734
1254,260,2135
1255,260,952
1256,260,1056
1257,260,2066
1258,260,424
1259,260,1493
1260,260,1404
1261,3737,1594
1262,3737,3920
1263,3737,2800
1264,3737,4453
1265,3737,3934
1266,3737,1570
1267,3737,3641
1268,3737,554
1269,3737,552
1270,3737,3993
1271,3738,3825
1272,3738,1404
1273,3738,244
1274,3738,3624
1275,3738,2661
1276,3738,2066
1277,3738,3826
1278,3738,2848
1279,3738,4342
1280,3738,1056
1281,2179,251
1282,2179,1369
1283,2179,366
1284,2179,4427
1285,2179,2582
1286,2179,4106
1287,2179,1870
1288,2179,796
1289,2179,4143
1290,2179,1981
1291,1594,3737
1292,1594,3920
1293,1594,4453
1294,1594,3934
1295,1594,3641
1296,1594,1570
1297,1594,559
1298,1594,2800
1299,1594,4135
1300,1594,622
1301,2131,2930
1302,2131,2064
1303,2131,3220
1304,2131,2300
1305,2131,2706
1306,2131,4631
1307,2131,1548
1308,2131,3584
1309,2131,4417
1310,2131,3823
1311,2622,1089
1312,2622,810
1313,2622,3413
1314,2622,2270
1315,2622,3505
1316,2622,1572
1317,2622,2338
1318,2622,2772
1319,2622,2534
1320,2622,4261
1321,3518,2591
1322,3518,3008
1323,3518,4190
1324,3518,3123
1325,3518,556
1326,3518,4236
1327,3518,3578
1328,3518,1514
1329,3518,4700
1330,3518,3969
1331,3583,4126
1332,3583,4142
1333,3583,1742
1334,3583,124
1335,3583,3473
1336,3583,3444
1337,3583,2047
1338,3583,4249
1339,3583,808
1340,3583,192
1341,4166,3506
1342,4166,410
1343,4166,1278
1344,4166,1001
1345,4166,4210
1346,4166,412
1347,4166,224
1348,4166,1949
1349,4166,3357
1350,4166,411
1351,1030,3969
1352,1030,767
1353,1030,3452
1354,1030,4659
1355,1030,4006
1356,1030,1167
1357,1030,1905
1358,1030,520
1359,1030,248
1360,1030,4361
1361,909,4417
1362,909,856
1363,909,1168
1364,909,1290
1365,909,1709
1366,909,448
1367,909,4123
1368,909,2277
1369,909,1532
1370,909,1279
1371,3409,1324
1372,3409,4066
1373,3409,3443
1374,3409,1311
1375,3409,3398
1376,3409,3316
1377,3409,1980
1378,3409,555
1379,3409,1484
1380,3409,1200
1381,1595,1389
1382,1595,1450
1383,1595,3798
1384,1595,2314
1385,1595,3693
1386,1595,3009
1387,1595,1572
1388,1595,700
1389,1595,4729
1390,1595,2268
1391,412,410
1392,412,411
1393,412,2316
1394,412,1084
1395,412,3357
1396,412,3856
1397,412,1278
1398,412,224
1399,412,308
1400,412,521
1401,3990,3991
1402,3990,102
1403,3990,2537
1404,3990,2595
1405,3990,1434
1406,3990,2358
1407,3990,917
1408,3990,2460
1409,3990,719
1410,3990,2016
1411,3434,1515
1412,3434,4553
1413,3434,3636
1414,3434,1002
1415,3434,4306
1416,3434,3698
1417,3434,2489
1418,3434,439
1419,3434,81
1420,3434,2098
1421,1946,934
1422,1946,2125
1423,1946,1793
1424,1946,3525
1425,1946,3196
1426,1946,2400
1427,1946,1602
1428,1946,1512
1429,1946,4311
1430,1946,407
1431,4438,387
1432,4438,2482
1433,4438,381
1434,4438,3931
1435,4438,4729
1436,4438,3686
1437,4438,4578
1438,4438,1878
1439,4438,1572
1440,4438,124
1441,3823,2798
1442,3823,4299
1443,3823,3890
1444,3823,4006
1445,3823,4348
1446,3823,1849
1447,3823,3701
1448,3823,2064
1449,3823,2754
1450,3823,485
1451,281,841
1452,281,628
1453,281,998
1454,281,3572
1455,281,3980
1456,281,1947
1457,281,414
1458,281,1995
1459,281,3756
1460,281,448
1461,3795,1678
1462,3795,1168
1463,3795,4265
1464,3795,630
1465,3795,330
1466,3795,878
1467,3795,1027
1468,3795,3284
1469,3795,4005
1470,3795,1919
1471,3084,4247
1472,3084,3085
1473,3084,3856
1474,3084,3357
1475,3084,308
1476,3084,1949
1477,3084,301
1478,3084,1747
1479,3084,917
1480,3084,3112
1481,3261,3265
1482,3261,1180
1483,3261,1132
1484,3261,3866
1485,3261,3674
1486,3261,1863
1487,3261,3981
1488,3261,4342
1489,3261,3469
1490,3261,437
1491,112,300
1492,112,3404
1493,112,1862
1494,112,3802
1495,112,673
1496,112,1112
1497,112,4105
1498,112,2135
1499,112,413
1500,112,4205
1501,262,4738
1502,262,3221
1503,262,447
1504,262,1002
1505,262,2278
1506,262,3319
1507,262,2641
1508,262,1000
1509,262,4306
1510,262,880
1511,701,4773
1512,701,1000
1513,701,3989
1514,701,2482
1515,701,1188
1516,701,3525
1517,701,446
1518,701,3075
1519,701,2281
1520,701,4729
1521,4066,3409
1522,4066,1324
1523,4066,3443
1524,4066,3910
1525,4066,4520
1526,4066,4415
1527,4066,2112
1528,4066,3316
1529,4066,1311
1530,4066,2054
1531,3506,4166
1532,3506,410
1533,3506,412
1534,3506,411
1535,3506,1001
1536,3506,4210
1537,3506,2362
1538,3506,3945
1539,3506,1475
1540,3506,2622
1541,3799,2482
1542,3799,3986
1543,3799,1572
1544,3799,3989
1545,3799,848
1546,3799,3413
1547,3799,75
1548,3799,4468
1549,3799,4438
1550,3799,4452
1551,1017,458
1552,1017,3987
1553,1017,2898
1554,1017,1804
1555,1017,3216
1556,1017,1036
1557,1017,1741
1558,1017,2637
1559,1017,1168
1560,1017,128
1561,266,3576
1562,266,1390
1563,266,373
1564,266,2030
1565,266,2432
1566,266,438
1567,266,3186
1568,266,4296
1569,266,2242
1570,266,1832
1571,4084,1465
1572,4084,1249
1573,4084,4062
1574,4084,4600
1575,4084,4236
1576,4084,2378
1577,4084,4621
1578,4084,556
1579,4084,125
1580,4084,2984
1581,2181,1862
1582,2181,673
1583,2181,300
1584,2181,4192
1585,2181,25
1586,2181,650
1587,2181,413
1588,2181,3483
1589,2181,2641
1590,2181,4105
1591,232,234
1592,232,233
1593,232,3931
1594,232,602
1595,232,953
1596,232,1332
1597,232,2765
1598,232,3081
1599,232,2005
1600,232,3920
1601,3822,1591
1602,3822,3429
1603,3822,275
1604,3822,4415
1605,3822,712
1606,3822,1754
1607,3822,4488
1608,3822,3413
1609,3822,3164
1610,3822,2023
1611,4236,2591
1612,4236,4084
1613,4236,3008
1614,4236,3518
1615,4236,1249
1616,4236,2263
1617,4236,556
1618,4236,193
1619,4236,1023
1620,4236,4021
1621,1539,2663
1622,1539,1389
1623,1539,3357
1624,1539,4432
1625,1539,3856
1626,1539,312
1627,1539,4333
1628,1539,1220
1629,1539,3715
1630,1539,4217
1631,2153,1461
1632,2153,4252
1633,2153,4546
1634,2153,4788
1635,2153,3421
1636,2153,3415
1637,2153,4342
1638,2153,3081
1639,2153,600
1640,2153,3734
1641,404,403
1642,404,3496
1643,404,4062
1644,404,4342
1645,404,4621
1646,404,2819
1647,404,655
1648,404,3298
1649,404,3258
1650,404,4702
1651,601,4592
1652,601,552
1653,601,4342
1654,601,3081
1655,601,1241
1656,601,4453
1657,601,3934
1658,601,1570
1659,601,3421
1660,601,981
1661,3695,2362
1662,3695,4342
1663,3695,366
1664,3695,2338
1665,3695,2790
1666,3695,1683
1667,3695,1506
1668,3695,2038
1669,3695,1929
1670,3695,4733
1671,996,2524
1672,996,1116
1673,996,648
1674,996,4062
1675,996,464
1676,996,2509
1677,996,1578
1678,996,627
1679,996,626
1680,996,12
1681,661,1458
1682,661,4365
1683,661,3698
1684,661,439
1685,661,3860
1686,661,1000
1687,661,3378
1688,661,3792
1689,661,4413
1690,661,4342
1691,559,3924
1692,559,4453
1693,559,3715
1694,559,3421
1695,559,3641
1696,559,2800
1697,559,3693
1698,559,2082
1699,559,1205
1700,559,4305
1701,3078,3085
1702,3078,4751
1703,3078,3084
1704,3078,3074
1705,3078,3165
1706,3078,1747
1707,3078,3856
1708,3078,301
1709,3078,10
1710,3078,307
1711,1108,613
1712,1108,3958
1713,1108,4240
1714,1108,1382
1715,1108,1349
1716,1108,213
1717,1108,579
1718,1108,2451
1719,1108,3525
1720,1108,1647
1721,3444,3473
1722,3444,2780
1723,3444,2559
1724,3444,4142
1725,3444,1501
1726,3444,1165
1727,3444,3080
1728,3444,3079
1729,3444,271
1730,3444,939
1731,3622,1464
1732,3622,4452
1733,3622,2413
1734,3622,3532
1735,3622,2569
1736,3622,350
1737,3622,3989
1738,3622,3413
1739,3622,4261
1740,3622,3579
1741,552,1570
1742,552,3920
1743,552,554
1744,552,2800
1745,552,3641
1746,552,559
1747,552,3934
1748,552,3081
1749,552,3737
1750,552,4135
1751,4442,4579
1752,4442,686
1753,4442,4298
1754,4442,1090
1755,4442,1569
1756,4442,1911
1757,4442,712
1758,4442,4419
1759,4442,3736
1760,4442,2836
1761,4485,3585
1762,4485,1292
1763,4485,3683
1764,4485,1005
1765,4485,4476
1766,4485,3983
1767,4485,2565
